母猪品种,variety,体况,body_condition,季节,season,胎次,配种前天数,配种后天数,产子后天数,产子数量,断奶后天数,饲料量
太湖母猪,0,标准,2,夏,1,3,,,17,3,,4.166906240704864
海波儿猪,2,偏瘦,1,夏,1,1,,8,,,,2.743535586827103
太湖母猪,0,很瘦,0,秋,2,3,,,17,3,,4.111501520646951
海波儿猪,2,偏胖,3,春,0,5,1,,,,,2.8678941558176505
海波儿猪,2,很瘦,0,春,0,6,8,,,,,3.7850565187806873
太湖母猪,0,很胖,4,秋,2,6,3,,,,,2.9947954963927526
海波儿猪,2,标准,2,冬,3,4,3,,,,,3.5544729332226934
太湖母猪,0,偏瘦,1,春,0,6,,,16,6,,5.404821961711165
太湖母猪,3,偏瘦,1,秋,2,1,,,21,1,,3.586949640397888
荣昌母猪,1,标准,2,夏,1,3,,,21,3,,4.222672224458671
太湖母猪,0,标准,2,春,0,6,3,,,,,3.5792931195925606
二元母猪,5,偏胖,3,夏,1,2,,3,,,,2.410875809983128
苏太母猪,4,偏瘦,1,秋,2,4,,3,,,,2.3809522254192683
太湖母猪,0,偏胖,3,春,0,3,,,24,3,,4.073086640219752
太湖母猪,3,偏胖,3,冬,3,6,,,24,6,,5.208419979910197
太湖母猪,0,偏瘦,1,夏,1,5,3,,,,,3.1240653975142205
太湖母猪,3,很胖,4,秋,2,5,9,,,,,3.286311076635338
太湖母猪,3,很胖,4,秋,2,1,,,,,6,3.1874739334111726
海波儿猪,2,标准,2,秋,2,4,,9,,,,2.9334822828769322
太湖母猪,0,偏胖,3,夏,1,5,,,10,5,,4.795667217133577
海波儿猪,2,标准,2,秋,2,2,,,2,2,,3.903784700666031
二元母猪,5,标准,2,夏,1,4,4,,,,,2.885465108437535
太湖母猪,0,很瘦,0,夏,1,1,5,,,,,3.543652341537454
太湖母猪,0,偏胖,3,夏,1,1,,,26,1,,3.5643327850276174
苏太母猪,4,很瘦,0,秋,2,1,5,,,,,3.7787339351800378
太湖母猪,0,很瘦,0,秋,2,3,,5,,,,2.1906599148205363
太湖母猪,3,很瘦,0,夏,1,2,,,27,2,,3.9608093400761115
荣昌母猪,1,很瘦,0,夏,1,2,,,1,2,,4.26911809416917
荣昌母猪,1,标准,2,夏,1,6,,,,,4,3.532404253984842
荣昌母猪,1,偏胖,3,春,0,2,,5,,,,1.7269283320623565
太湖母猪,3,偏胖,3,夏,1,3,8,,,,,2.8423920737593553
二元母猪,5,偏胖,3,冬,3,1,,8,,,,2.0541542590570647
荣昌母猪,1,偏瘦,1,夏,1,6,,8,,,,2.4721916342616828
海波儿猪,2,很胖,4,春,0,3,,8,,,,2.569500149994721
苏太母猪,4,偏胖,3,冬,3,5,,8,,,,2.7065847971745565
太湖母猪,3,很瘦,0,秋,2,2,,,,,5,3.5977108164629876
二元母猪,5,偏瘦,1,夏,1,1,7,,,,,3.1460324179516017
太湖母猪,3,很瘦,0,秋,2,1,,,,,3,3.761357880522013
二元母猪,5,偏瘦,1,夏,1,1,4,,,,,3.1726157152700507
太湖母猪,0,很瘦,0,春,0,3,,,20,3,,4.293879378749011
苏太母猪,4,很胖,4,夏,1,1,,,,,2,3.3233948415847987
荣昌母猪,1,偏瘦,1,秋,2,5,,,20,5,,4.815336257713227
荣昌母猪,1,偏胖,3,春,0,4,,,,,3,3.313004968897844
二元母猪,5,偏瘦,1,秋,2,6,,,,,4,3.678951124805086
苏太母猪,4,偏瘦,1,冬,3,1,,,10,1,,3.696480756635324
海波儿猪,2,很胖,4,春,0,3,,,5,3,,3.898902609490696
太湖母猪,3,标准,2,春,0,2,,,24,2,,3.6842259065831926
海波儿猪,2,偏瘦,1,冬,3,3,4,,,,,2.912348934251219
太湖母猪,0,标准,2,夏,1,3,5,,,,,2.9457980291173045
荣昌母猪,1,偏胖,3,秋,2,5,1,,,,,3.2477540932421687
二元母猪,5,很胖,4,夏,1,6,,,4,6,,5.061952751925094
海波儿猪,2,标准,2,秋,2,6,,1,,,,1.9316770935425973
苏太母猪,4,偏瘦,1,冬,3,4,3,,,,,3.2993947147236438
太湖母猪,0,很瘦,0,春,0,4,5,,,,,3.0100858589448882
二元母猪,5,偏瘦,1,冬,3,2,,,24,2,,4.2935644969082105
苏太母猪,4,偏瘦,1,夏,1,4,,5,,,,1.998929834114175
海波儿猪,2,偏瘦,1,秋,2,2,1,,,,,3.322766992988049
二元母猪,5,偏瘦,1,夏,1,5,1,,,,,2.9500006365072364
荣昌母猪,1,偏瘦,1,春,0,1,,,,,4,3.63585210124847
海波儿猪,2,很瘦,0,秋,2,5,,,,,2,3.574531496309019
太湖母猪,3,很胖,4,秋,2,2,,,,,3,3.201957196116742
太湖母猪,0,标准,2,秋,2,5,,1,,,,2.4113892942283623
二元母猪,5,标准,2,冬,3,1,,1,,,,3.013460416717629
太湖母猪,3,很胖,4,冬,3,6,,,,,2,3.2491627834431025
苏太母猪,4,很胖,4,春,0,6,,1,,,,2.8548759745905725
太湖母猪,3,很胖,4,夏,1,4,1,,,,,2.817174129361465
太湖母猪,0,偏胖,3,夏,1,4,,,,,7,3.270676176174156
苏太母猪,4,标准,2,冬,3,3,,,,,2,3.5700102835846232
荣昌母猪,1,很胖,4,秋,2,3,,,,,1,3.1577488360741124
太湖母猪,0,偏瘦,1,冬,3,5,1,,,,,3.5886537567048906
海波儿猪,2,标准,2,夏,1,4,1,,,,,3.393314823774121
太湖母猪,3,很瘦,0,冬,3,6,,1,,,,3.2187235999269466
太湖母猪,0,偏瘦,1,夏,1,4,,,5,4,,4.734317741656476
荣昌母猪,1,很胖,4,秋,2,6,,1,,,,2.175875079874193
太湖母猪,3,很瘦,0,冬,3,3,,1,,,,2.2161506718323656
海波儿猪,2,很瘦,0,秋,2,6,,,,,2,3.266489265043532
太湖母猪,3,很胖,4,夏,1,3,,,2,3,,3.9066657174708403
太湖母猪,0,很胖,4,春,0,1,7,,,,,2.8698328701879214
荣昌母猪,1,偏胖,3,冬,3,1,,7,,,,2.785394060919337
二元母猪,5,偏瘦,1,冬,3,4,,,,,4,3.5272230576148895
荣昌母猪,1,很瘦,0,春,0,4,,,,,3,3.396145928342688
荣昌母猪,1,很胖,4,春,0,3,,,,,5,3.316695528854653
荣昌母猪,1,偏胖,3,春,0,5,,,,,1,3.495157952713278
荣昌母猪,1,很瘦,0,秋,2,1,,,,,2,3.534731929119515
二元母猪,5,偏瘦,1,夏,1,2,,,,,6,3.4706935452830834
苏太母猪,4,很胖,4,春,0,2,,,,,5,3.1931048047959587
苏太母猪,4,偏瘦,1,秋,2,4,,7,,,,2.745000092129775
海波儿猪,2,偏胖,3,秋,2,3,4,,,,,3.0038132745510246
荣昌母猪,1,偏瘦,1,秋,2,1,1,,,,,3.4325282457638275
太湖母猪,0,偏瘦,1,秋,2,5,,1,,,,2.3579986713614702
苏太母猪,4,标准,2,冬,3,2,,,,,2,3.3953370824748457
太湖母猪,3,偏胖,3,夏,1,4,1,,,,,3.326390996505784
二元母猪,5,很胖,4,冬,3,4,,,27,4,,4.38341352477585
二元母猪,5,偏瘦,1,冬,3,4,,,,,6,3.4657720948953097
海波儿猪,2,很瘦,0,春,0,6,6,,,,,3.217438334952021
二元母猪,5,偏胖,3,冬,3,6,,,,,4,3.2474058528342646
太湖母猪,3,偏瘦,1,夏,1,6,,,,,4,3.900120258879538
太湖母猪,0,很胖,4,夏,1,2,,,,,2,3.1641753225027887
太湖母猪,0,偏胖,3,春,0,2,,,,,3,3.4491385942602752
苏太母猪,4,偏胖,3,春,0,6,,6,,,,2.0335349021639844
荣昌母猪,1,很瘦,0,春,0,5,,6,,,,2.886265184836232
太湖母猪,0,很瘦,0,春,0,1,,,,,5,3.9059830372548667
二元母猪,5,标准,2,秋,2,2,,,20,2,,3.8248806539893248
荣昌母猪,1,很瘦,0,春,0,1,,,8,1,,3.523198034437445
太湖母猪,0,标准,2,冬,3,6,,,17,6,,5.38692122960774
太湖母猪,3,偏瘦,1,秋,2,4,,6,,,,2.8537242177338005
苏太母猪,4,标准,2,春,0,4,,6,,,,2.589385901692295
荣昌母猪,1,很胖,4,春,0,2,6,,,,,2.71200672540312
海波儿猪,2,很瘦,0,秋,2,2,5,,,,,3.8281206438005704
太湖母猪,0,偏胖,3,冬,3,5,6,,,,,2.9368113448161006
二元母猪,5,偏胖,3,春,0,5,,,,,3,3.3040962406842556
二元母猪,5,偏胖,3,夏,1,2,,,6,2,,3.7453786375348894
二元母猪,5,偏胖,3,冬,3,6,1,,,,,3.3411523734686965
太湖母猪,3,偏胖,3,秋,2,2,,,12,2,,3.751915381726618
太湖母猪,0,偏胖,3,秋,2,6,,,14,6,,5.065268891829956
二元母猪,5,偏胖,3,秋,2,1,1,,,,,3.0731747428594174
太湖母猪,0,偏瘦,1,冬,3,6,5,,,,,3.274294600916652
苏太母猪,4,很瘦,0,秋,2,1,,,12,1,,3.8882614022682276
太湖母猪,3,很瘦,0,春,0,2,5,,,,,3.431057537214155
苏太母猪,4,偏瘦,1,春,0,2,,,,,3,3.358270989777053
太湖母猪,0,很胖,4,夏,1,6,,,,,6,3.217769906854156
苏太母猪,4,很胖,4,秋,2,5,,5,,,,2.7623569617761694
海波儿猪,2,很瘦,0,秋,2,6,,,,,3,4.075800752677706
太湖母猪,0,很瘦,0,夏,1,4,,5,,,,2.7736392527694043
海波儿猪,2,很胖,4,夏,1,6,5,,,,,3.0176456694704226
苏太母猪,4,很胖,4,秋,2,1,7,,,,,2.8426314164144055
二元母猪,5,偏胖,3,秋,2,5,,,,,4,3.385829281818754
海波儿猪,2,很瘦,0,春,0,4,4,,,,,3.968156720615882
太湖母猪,0,偏胖,3,春,0,1,,,,,2,3.314111620638804
太湖母猪,0,标准,2,夏,1,6,,4,,,,2.7794166347787224
二元母猪,5,很瘦,0,秋,2,4,,,10,4,,4.625501755634698
荣昌母猪,1,很胖,4,春,0,1,5,,,,,2.7752613752149293
二元母猪,5,偏胖,3,春,0,5,,5,,,,1.967669431556213
二元母猪,5,偏胖,3,夏,1,2,8,,,,,3.405324761470954
荣昌母猪,1,很瘦,0,秋,2,6,,,6,6,,5.373731206619036
苏太母猪,4,很胖,4,春,0,2,4,,,,,2.9678988818148455
二元母猪,5,很胖,4,春,0,6,,,,,3,3.234736500025949
海波儿猪,2,很胖,4,夏,1,6,8,,,,,2.8279891299219004
荣昌母猪,1,很瘦,0,冬,3,4,,,6,4,,4.607114668218845
太湖母猪,3,偏胖,3,春,0,4,,8,,,,1.9985945037235138
太湖母猪,0,偏胖,3,秋,2,5,,8,,,,2.570967335972893
太湖母猪,0,标准,2,夏,1,2,,,,,2,3.216069997982755
二元母猪,5,偏瘦,1,冬,3,4,,,18,4,,4.3832627073611015
海波儿猪,2,标准,2,夏,1,1,,,4,1,,3.441344699002639
太湖母猪,3,偏瘦,1,夏,1,1,8,,,,,3.493816638298016
二元母猪,5,标准,2,秋,2,5,2,,,,,3.3676147207976754
太湖母猪,0,很瘦,0,春,0,5,,,2,5,,5.3635630362363225
荣昌母猪,1,标准,2,夏,1,4,,,23,4,,4.76794132044904
二元母猪,5,很瘦,0,夏,1,5,5,,,,,3.1580928025700072
海波儿猪,2,偏胖,3,夏,1,5,1,,,,,3.364086421364875
海波儿猪,2,很胖,4,秋,2,4,,1,,,,2.13271788440378
太湖母猪,0,偏瘦,1,夏,1,4,,,19,4,,4.688472692683897
海波儿猪,2,标准,2,秋,2,4,,1,,,,2.8216215793739496
海波儿猪,2,标准,2,春,0,2,,,10,2,,3.6219617148417287
苏太母猪,4,偏瘦,1,冬,3,2,,1,,,,2.11435912513034
太湖母猪,0,很胖,4,夏,1,5,,,,,7,3.2665270015182335
太湖母猪,0,很瘦,0,春,0,5,,,5,5,,5.007546157456961
荣昌母猪,1,偏胖,3,秋,2,4,,,,,3,3.4076506379269107
太湖母猪,0,很胖,4,春,0,3,,,21,3,,3.986192027773103
荣昌母猪,1,很瘦,0,春,0,3,,,24,3,,4.366072392796907
苏太母猪,4,偏胖,3,夏,1,4,,,,,2,3.3387321846768723
二元母猪,5,偏瘦,1,春,0,6,3,,,,,2.779882146705441
荣昌母猪,1,偏胖,3,秋,2,2,,,11,2,,3.8064295425792767
荣昌母猪,1,偏瘦,1,夏,1,2,,,,,5,3.437969364734985
苏太母猪,4,很胖,4,冬,3,4,,3,,,,2.8107952225225823
太湖母猪,0,偏胖,3,秋,2,5,,,,,3,3.517337808705006
荣昌母猪,1,很胖,4,冬,3,6,,3,,,,2.3343181923171104
太湖母猪,0,很瘦,0,春,0,5,,,,,5,3.2003191811775196
二元母猪,5,偏胖,3,春,0,6,,,,,2,3.366785590787191
二元母猪,5,很瘦,0,秋,2,3,,3,,,,2.426298429230012
太湖母猪,0,很瘦,0,秋,2,3,5,,,,,2.9573726984364486
二元母猪,5,很胖,4,夏,1,5,,,,,5,3.161058861961405
二元母猪,5,偏瘦,1,春,0,3,,,,,5,3.7416507237042818
二元母猪,5,偏瘦,1,夏,1,6,,,,,6,3.5659845986503345
二元母猪,5,偏胖,3,夏,1,5,,5,,,,1.9678982707304624
太湖母猪,3,偏瘦,1,夏,1,6,,5,,,,2.20252954058817
海波儿猪,2,很瘦,0,夏,1,3,,,12,3,,4.665032339519558
二元母猪,5,偏胖,3,春,0,2,8,,,,,3.0990675058347352
苏太母猪,4,偏瘦,1,夏,1,2,,8,,,,2.905632616843116
太湖母猪,0,很瘦,0,夏,1,4,3,,,,,3.5028492546119785
太湖母猪,0,偏胖,3,秋,2,1,,,,,1,3.334683140975829
海波儿猪,2,很瘦,0,夏,1,2,,,15,2,,3.775980712192977
太湖母猪,3,偏胖,3,春,0,2,,3,,,,2.086020350060354
二元母猪,5,偏胖,3,夏,1,4,,,,,6,3.3833933676409274
太湖母猪,0,很胖,4,冬,3,3,,3,,,,1.52862122295502
海波儿猪,2,偏瘦,1,春,0,3,7,,,,,2.983516069840621
太湖母猪,3,偏胖,3,夏,1,2,,,,,5,3.374945650304032
苏太母猪,4,偏胖,3,秋,2,1,,,,,4,3.4360177909089273
苏太母猪,4,很瘦,0,冬,3,4,,7,,,,2.6967341053211626
太湖母猪,3,很胖,4,春,0,4,,,24,4,,4.333324100324741
太湖母猪,3,偏胖,3,春,0,1,,,,,1,3.245698214425429
海波儿猪,2,偏瘦,1,冬,3,1,,,13,1,,3.585258843478641
太湖母猪,0,很胖,4,春,0,2,9,,,,,2.728849913029621
太湖母猪,0,偏瘦,1,春,0,6,,,,,1,3.612445881517053
苏太母猪,4,标准,2,秋,2,3,,,10,3,,4.095790068564554
海波儿猪,2,标准,2,夏,1,4,,9,,,,2.8022912748279007
二元母猪,5,偏胖,3,秋,2,3,4,,,,,2.9395950293732565
海波儿猪,2,很胖,4,秋,2,6,,4,,,,2.0897689902978906
太湖母猪,3,偏瘦,1,冬,3,6,7,,,,,3.4486930291785853
海波儿猪,2,很胖,4,夏,1,3,,,18,3,,4.056821800988797
太湖母猪,3,偏胖,3,冬,3,6,,,,,5,3.345485420590036
苏太母猪,4,标准,2,秋,2,3,,7,,,,2.3412654326883664
荣昌母猪,1,标准,2,冬,3,5,,7,,,,2.7475648722334407
海波儿猪,2,标准,2,春,0,1,6,,,,,3.3915648441518162
太湖母猪,0,标准,2,春,0,1,,,9,1,,3.6419018902656206
二元母猪,5,很瘦,0,秋,2,6,,,27,6,,5.422351712276455
二元母猪,5,偏胖,3,冬,3,3,,,,,5,3.344739217370085
海波儿猪,2,很瘦,0,夏,1,4,,6,,,,2.973848240669783
二元母猪,5,偏瘦,1,春,0,3,,,,,3,3.526598358560893
太湖母猪,0,偏胖,3,春,0,4,,,,,3,3.365080347466407
太湖母猪,0,标准,2,夏,1,5,,6,,,,2.775123145053209
海波儿猪,2,标准,2,夏,1,2,,,11,2,,3.753328410770232
荣昌母猪,1,很瘦,0,春,0,6,,,2,6,,5.121899232136374
海波儿猪,2,标准,2,秋,2,1,,,,,2,3.3704882957772377
太湖母猪,0,很瘦,0,冬,3,2,,,,,1,3.7343396896386576
太湖母猪,3,很胖,4,秋,2,3,,6,,,,2.0501320138474317
二元母猪,5,很胖,4,夏,1,5,,,11,5,,4.558778771309951
苏太母猪,4,偏瘦,1,夏,1,3,9,,,,,2.7790241563497364
太湖母猪,3,标准,2,秋,2,1,7,,,,,3.025686617637639
二元母猪,5,很胖,4,冬,3,2,2,,,,,2.7466162807321446
海波儿猪,2,偏瘦,1,春,0,5,,2,,,,2.274873845793305
太湖母猪,3,偏胖,3,春,0,4,,,,,5,3.3626684816216725
荣昌母猪,1,标准,2,秋,2,4,,2,,,,2.715656635983781
太湖母猪,0,很胖,4,冬,3,2,,,4,2,,3.610904017677932
二元母猪,5,很瘦,0,秋,2,6,,,,,1,3.438952121245228
苏太母猪,4,偏瘦,1,秋,2,2,,2,,,,2.3882609120996765
荣昌母猪,1,很瘦,0,春,0,6,,,,,1,4.040928594193577
二元母猪,5,偏胖,3,冬,3,6,1,,,,,3.020415705218163
太湖母猪,0,很胖,4,秋,2,1,,1,,,,2.660671126760814
荣昌母猪,1,很胖,4,夏,1,5,3,,,,,2.9931587783151006
太湖母猪,3,偏胖,3,秋,2,2,2,,,,,3.0092357602742643
荣昌母猪,1,偏胖,3,夏,1,4,,2,,,,2.230655726914554
太湖母猪,0,偏胖,3,春,0,6,,,,,2,3.3689449185854166
荣昌母猪,1,偏瘦,1,冬,3,3,,,,,2,3.8736453591550237
太湖母猪,0,很瘦,0,秋,2,3,,,,,5,3.830452521594216
二元母猪,5,标准,2,秋,2,6,,2,,,,1.9408808739096342
太湖母猪,0,偏瘦,1,冬,3,6,8,,,,,2.979115135532868
太湖母猪,3,偏胖,3,秋,2,2,,,1,2,,3.7584943070382595
苏太母猪,4,很瘦,0,冬,3,5,,,16,5,,5.060987559854456
二元母猪,5,偏胖,3,冬,3,3,,8,,,,2.0761744919528113
二元母猪,5,偏胖,3,秋,2,5,,8,,,,2.154976224014563
太湖母猪,0,偏瘦,1,冬,3,5,,,12,5,,4.901624228261504
苏太母猪,4,很瘦,0,夏,1,5,,8,,,,1.9873280185859858
苏太母猪,4,很瘦,0,夏,1,4,,8,,,,2.452753492312063
荣昌母猪,1,很瘦,0,秋,2,2,,8,,,,2.492367329850985
二元母猪,5,标准,2,夏,1,4,,8,,,,2.3637218174939223
海波儿猪,2,偏瘦,1,夏,1,1,8,,,,,3.1945171306605666
太湖母猪,3,偏胖,3,春,0,5,,,,,2,3.468634618499075
苏太母猪,4,标准,2,秋,2,4,,8,,,,2.300155655587265
太湖母猪,0,很胖,4,冬,3,1,,,,,4,3.15026807370425
太湖母猪,0,标准,2,冬,3,2,9,,,,,3.1163493253057792
二元母猪,5,偏胖,3,冬,3,5,3,,,,,3.165243355217583
海波儿猪,2,偏瘦,1,冬,3,5,,,,,1,3.804096052214957
荣昌母猪,1,很瘦,0,夏,1,4,,,,,4,3.5314164096223446
海波儿猪,2,偏胖,3,秋,2,2,,,,,4,3.371324225109297
海波儿猪,2,标准,2,冬,3,5,,,,,4,3.6089573876462557
荣昌母猪,1,很胖,4,冬,3,3,,,9,3,,4.013783926634011
二元母猪,5,很胖,4,春,0,4,2,,,,,3.109585377678527
荣昌母猪,1,偏瘦,1,夏,1,4,,,14,4,,4.852718898708228
二元母猪,5,偏胖,3,秋,2,3,,,13,3,,4.048115463670963
荣昌母猪,1,很胖,4,夏,1,1,8,,,,,2.9853509870589185
苏太母猪,4,很瘦,0,夏,1,2,,,24,2,,4.456751480516553
荣昌母猪,1,偏胖,3,秋,2,1,7,,,,,3.3165951834304344
二元母猪,5,很瘦,0,春,0,3,,,22,3,,4.345067039983634
太湖母猪,0,偏瘦,1,秋,2,2,9,,,,,3.461209023420345
苏太母猪,4,很胖,4,冬,3,1,9,,,,,2.735943895838895
荣昌母猪,1,偏瘦,1,冬,3,5,,9,,,,3.063285977910124
太湖母猪,3,偏瘦,1,夏,1,3,7,,,,,3.4921478468680096
苏太母猪,4,很瘦,0,秋,2,3,1,,,,,3.142322752230188
太湖母猪,0,很胖,4,冬,3,3,,,10,3,,3.9669732924553553
海波儿猪,2,偏胖,3,冬,3,3,4,,,,,3.2342601284554093
太湖母猪,3,偏瘦,1,秋,2,4,,4,,,,2.336681806703962
二元母猪,5,标准,2,春,0,5,4,,,,,3.0229497460098376
太湖母猪,0,很瘦,0,夏,1,6,,,2,6,,5.695783462688707
海波儿猪,2,偏胖,3,冬,3,5,,,,,3,3.313555573502551
太湖母猪,0,偏瘦,1,冬,3,6,,,18,6,,5.220430137286721
太湖母猪,3,标准,2,秋,2,3,,,17,3,,4.273594694845061
海波儿猪,2,偏胖,3,秋,2,6,,,,,3,3.2545121468314617
二元母猪,5,标准,2,冬,3,2,,4,,,,1.8718947781739694
荣昌母猪,1,偏胖,3,冬,3,1,,4,,,,2.1639513007125086
苏太母猪,4,很胖,4,冬,3,4,9,,,,,3.224397945366868
太湖母猪,0,偏胖,3,春,0,4,,,6,4,,4.473728152713476
太湖母猪,0,偏胖,3,春,0,3,,,,,5,3.347422992257431
太湖母猪,0,很胖,4,夏,1,1,,,,,5,3.1703520591045056
苏太母猪,4,很胖,4,秋,2,4,,,,,7,3.3373895410467593
二元母猪,5,很胖,4,秋,2,2,,9,,,,1.988581573498149
海波儿猪,2,很胖,4,冬,3,4,,,,,4,3.1531503199327147
苏太母猪,4,偏瘦,1,秋,2,1,,,,,7,3.2283913653588847
苏太母猪,4,偏瘦,1,秋,2,5,,9,,,,2.2293537202477367
太湖母猪,3,很瘦,0,夏,1,4,,,22,4,,4.710078642393845
太湖母猪,3,很胖,4,春,0,3,4,,,,,2.711611681776846
二元母猪,5,标准,2,春,0,6,8,,,,,3.2372243697540086
海波儿猪,2,很瘦,0,春,0,1,,,,,1,4.049471649025596
太湖母猪,0,偏瘦,1,秋,2,6,,,,,5,3.581416678351505
苏太母猪,4,偏瘦,1,秋,2,1,7,,,,,3.5762770319777517
海波儿猪,2,标准,2,冬,3,2,8,,,,,3.2223879432762836
荣昌母猪,1,偏瘦,1,春,0,2,,,,,4,3.4575695704846474
太湖母猪,3,偏瘦,1,春,0,3,,8,,,,2.264509508250564
太湖母猪,3,标准,2,春,0,3,7,,,,,3.4520171850850083
苏太母猪,4,偏瘦,1,春,0,5,,7,,,,3.2652060515152237
荣昌母猪,1,偏瘦,1,冬,3,6,,,1,6,,5.3693198734568846
荣昌母猪,1,偏胖,3,春,0,1,,,4,1,,3.5244016199213286
荣昌母猪,1,很胖,4,秋,2,5,,,,,2,3.206552295484432
太湖母猪,0,偏瘦,1,秋,2,5,,,,,2,3.3232568347233604
太湖母猪,0,很瘦,0,冬,3,5,,,11,5,,5.289221103239746
苏太母猪,4,偏胖,3,冬,3,4,6,,,,,2.9274716648092487
苏太母猪,4,很瘦,0,冬,3,5,,,9,5,,5.4708086042298065
太湖母猪,3,偏胖,3,春,0,5,5,,,,,2.9726586378050355
二元母猪,5,很瘦,0,春,0,6,,,4,6,,5.479325206602279
苏太母猪,4,偏胖,3,冬,3,6,,,25,6,,5.123923795217903
苏太母猪,4,偏瘦,1,冬,3,2,,5,,,,2.4092817668833235
荣昌母猪,1,很胖,4,春,0,6,,,12,6,,4.88070423877804
太湖母猪,3,偏瘦,1,夏,1,6,3,,,,,3.1521151404167025
荣昌母猪,1,很瘦,0,秋,2,6,,,,,6,3.9611361792585416
海波儿猪,2,偏胖,3,春,0,5,,3,,,,2.9062088886609443
海波儿猪,2,偏瘦,1,秋,2,6,9,,,,,3.6247243517647427
苏太母猪,4,标准,2,冬,3,6,,9,,,,2.8696818317357398
荣昌母猪,1,偏瘦,1,夏,1,5,,,5,5,,4.761134354020693
太湖母猪,3,偏胖,3,秋,2,4,,,8,4,,4.320971636456973
苏太母猪,4,标准,2,冬,3,2,1,,,,,3.421326204455195
太湖母猪,3,偏胖,3,秋,2,1,,,,,3,3.3402726402638865
海波儿猪,2,标准,2,秋,2,4,,,,,5,3.3951680659951404
太湖母猪,3,偏胖,3,秋,2,1,1,,,,,2.8269669122359042
太湖母猪,3,很瘦,0,秋,2,5,,1,,,,2.8256624122668206
二元母猪,5,很胖,4,春,0,4,,,,,1,3.238926213409601
苏太母猪,4,偏胖,3,秋,2,2,,,,,5,3.4154578558830946
海波儿猪,2,标准,2,夏,1,5,,,,,5,3.5298801293237747
苏太母猪,4,很胖,4,春,0,1,,,,,1,3.34506969042484
荣昌母猪,1,标准,2,夏,1,6,,,16,6,,5.178702822624645
荣昌母猪,1,标准,2,夏,1,4,,,27,4,,4.476897797500164
太湖母猪,3,很瘦,0,春,0,5,4,,,,,3.267206589730372
苏太母猪,4,偏胖,3,春,0,1,,,,,5,3.236994556231001
太湖母猪,0,偏胖,3,冬,3,3,,4,,,,2.561533972213731
二元母猪,5,很胖,4,秋,2,1,,4,,,,2.7415762202342004
二元母猪,5,很胖,4,秋,2,3,,,13,3,,3.976445134290425
荣昌母猪,1,偏胖,3,冬,3,2,8,,,,,3.0654952756963585
苏太母猪,4,偏胖,3,夏,1,4,7,,,,,3.2645322686766334
太湖母猪,3,标准,2,夏,1,3,,,,,3,3.41220153897875
荣昌母猪,1,偏胖,3,秋,2,1,,,,,7,3.2805923732602436
苏太母猪,4,很瘦,0,夏,1,6,,,7,6,,5.451613450180299
荣昌母猪,1,偏瘦,1,秋,2,1,9,,,,,3.025819737076742
荣昌母猪,1,标准,2,冬,3,1,,,8,1,,3.373691403524079
太湖母猪,0,很胖,4,冬,3,2,4,,,,,3.2676725001714524
二元母猪,5,很瘦,0,夏,1,6,,4,,,,3.5370226650265986
太湖母猪,3,很胖,4,春,0,1,,,9,1,,3.3423418087187144
苏太母猪,4,标准,2,冬,3,6,9,,,,,3.072465728450753
二元母猪,5,很胖,4,春,0,3,6,,,,,3.1565045072444033
海波儿猪,2,偏胖,3,秋,2,1,,,,,1,3.3011458155882725
荣昌母猪,1,偏瘦,1,夏,1,5,,,7,5,,5.089509351083153
苏太母猪,4,偏瘦,1,夏,1,2,6,,,,,3.2913576639662927
二元母猪,5,很瘦,0,夏,1,3,9,,,,,3.3595981491022875
二元母猪,5,很胖,4,夏,1,2,9,,,,,2.9290937231251437
海波儿猪,2,偏胖,3,夏,1,5,8,,,,,2.93418966112779
太湖母猪,3,很胖,4,冬,3,3,,,13,3,,3.9740786975597926
荣昌母猪,1,偏瘦,1,夏,1,1,4,,,,,3.3302080846521083
二元母猪,5,偏胖,3,秋,2,1,,4,,,,2.178107734713567
二元母猪,5,偏胖,3,冬,3,2,,,,,1,3.332658275739602
海波儿猪,2,很瘦,0,秋,2,5,,,7,5,,5.138052832932475
太湖母猪,0,很瘦,0,冬,3,5,5,,,,,3.436054527778358
太湖母猪,0,标准,2,冬,3,6,1,,,,,3.3537332212658675
海波儿猪,2,很胖,4,冬,3,4,,1,,,,1.9625031644956377
苏太母猪,4,偏胖,3,冬,3,5,,,,,1,3.318455699166855
苏太母猪,4,标准,2,冬,3,5,,,5,5,,4.9513552484806
二元母猪,5,偏胖,3,秋,2,4,,,,,2,3.3664255595267156
海波儿猪,2,很瘦,0,冬,3,2,,,13,2,,3.9294333495086144
苏太母猪,4,很瘦,0,秋,2,5,,,4,5,,4.955973724635941
太湖母猪,0,很胖,4,夏,1,3,,,,,3,3.1912099970080123
太湖母猪,0,标准,2,冬,3,6,,1,,,,2.0565518217082683
苏太母猪,4,标准,2,夏,1,1,,,,,6,3.620156794178367
苏太母猪,4,偏胖,3,夏,1,3,,1,,,,2.8959044408198555
太湖母猪,3,标准,2,秋,2,3,1,,,,,2.872395199561532
荣昌母猪,1,偏瘦,1,春,0,4,2,,,,,2.9787358043689327
苏太母猪,4,偏瘦,1,春,0,5,,,,,7,3.656453890045794
二元母猪,5,很瘦,0,冬,3,1,,,,,1,3.818557516204848
太湖母猪,3,很胖,4,冬,3,2,4,,,,,2.989106776104406
